X,Y,OBJECTID,RUN_DATE,SOURCE,Bureau,FACID,FACILITY_NAME,LICENSE_NUMBER,License_Effective,license_expiration,MEDICARE_ID,Telephone,FACILITY_TYPE_ID,TYPE,SUBTYPE,Category,Icon_Category,MEDICARE_TYPE,LICENSE_TYPE,LICENSE_SUBTYPE,Capacity,ADDRESS,CITY,ZIP,COUNTY,OPERATION_STATUS,X_Is_Public,Hospital_Group_License,KeyID,ADHSCODE,N_AddressType,N_LocatorType,N_ADDRESS,N_ADDR2,N_CITY,N_COUNTY,N_FULLADDR,N_LAT,N_LON,N_STATE,N_ZIP,N_ZIP4,N_BLOCK,RESERVATIO,RESERV_ID,R_METHOD,oPCA,oPCA_ID,P_Method,P_Reliable
-110.844618688099,32.191744001074,1396,2023/02/07 00:00:00+00,aspen,MED,MED4130,EL RIO COMMUNITY HEALTH CENTER - SOUTHEAST,OTC4681,2022/08/01 00:00:00+00,2023/07/31 00:00:00+00,031894,(520)309-2012,211,FEDERALLY QUALIFIED HEALTH CENTER,OUTPATIENT TREATMENT CENTER,MED,OUTPATIENT TREATMENT CENTER,FEDERALLY QUALIFIED HEALTH CENTER,OUTPATIENT TREATMENT CENTER,,0,6950 EAST GOLF LINKS ROAD,TUCSON,85730,PIMA,ACTIVE,Yes,,MED4130,A,AS0,CENTRUS-TOMTOM,6950 E GOLF LINKS RD,,TUCSON,PIMA COUNTY,"6950 E GOLF LINKS RD , TUCSON, AZ  85730-1017",32.191739,-110.844608,AZ,85730,1017,40190040331000,,,,TUCSON EAST,110,Coordinates,
-109.735073405472,32.8206664463804,1397,2023/02/07 00:00:00+00,aspen,MED,MED4156,MT GRAHAM REGIONAL MEDICAL CENTER-SPECIALTY CLINIC,OTC,,,,(928)348-4006,471,OUTPATIENT TREATMENT CENTER,SINGLE GROUP LICENSE,MED,OUTPATIENT TREATMENT CENTER,STATE ONLY,OUTPATIENT TREATMENT CENTER,SINGLE GROUP LICENSE,0,2115 WEST 16TH STREET,SAFFORD,85546,GRAHAM,ACTIVE,Yes,H0140,MED4156,A,ROOFTOP,GOOGLE,2115 West 16th Street,,Safford,GRAHAM COUNTY,"2115 W 16TH ST , SAFFORD, AZ  85546-4015",32.8206613,-109.7350629,AZ,85546,4015,40099612021018,,,,THATCHER,84,Coordinates,
-111.93349398946,33.4251971212182,1398,2023/02/07 00:00:00+00,aspen,MED,MED4179,ASU HEALTH SERVICES - SDA SUN DEVIL ATHLETICS,OTC4746,2022/12/01 00:00:00+00,2023/11/30 00:00:00+00,,(480)965-3349,401,OUTPATIENT TREATMENT CENTER,OUTPATIENT TREATMENT CENTER,MED,OUTPATIENT TREATMENT CENTER,STATE ONLY,OUTPATIENT TREATMENT CENTER,,0,"500 EAST VETERANS WAY, LOWER L",TEMPE,85281,MARICOPA,ACTIVE,Yes,,MED4179,A,AS0,CENTRUS-TOMTOM,500 E VETERANS WAY LOWR L,,TEMPE,MARICOPA COUNTY,"500 E VETERANS WAY LOWR L , TEMPE, AZ  85288",33.425192,-111.933483,AZ,85288,,40133187002007,,,,TEMPE NORTH,71,Coordinates,
-111.932257988457,33.4149151198732,1399,2023/02/07 00:00:00+00,aspen,MED,MED4180,ASU HEALTH SERVICES - SUN DEVIL FITNESS CENTER,OTC4745,2022/12/01 00:00:00+00,2023/11/30 00:00:00+00,,(480)964-9113,401,OUTPATIENT TREATMENT CENTER,OUTPATIENT TREATMENT CENTER,MED,OUTPATIENT TREATMENT CENTER,STATE ONLY,OUTPATIENT TREATMENT CENTER,,0,"400 EAST APACHE ROAD, SUITE 13",TEMPE,85281,MARICOPA,ACTIVE,Yes,,MED4180,A,AS0,CENTRUS-TOMTOM,400 E APACHE BLVD STE 13,,TEMPE,MARICOPA COUNTY,"400 E APACHE BLVD STE 13 , TEMPE, AZ  85281",33.41491,-111.932247,AZ,85281,,40133190011002,,,,TEMPE NORTH,71,Coordinates,
-111.891569973505,33.3201631089699,1400,2023/02/07 00:00:00+00,aspen,MED,MED4187,HONORHEALTH FASTMED URGENT CARE PLUS ,OTC10522,2022/12/01 00:00:00+00,2023/11/30 00:00:00+00,,(623)312-2265,401,OUTPATIENT TREATMENT CENTER,OUTPATIENT TREATMENT CENTER,MED,OUTPATIENT TREATMENT CENTER,STATE ONLY,OUTPATIENT TREATMENT CENTER,,0,"2875 WEST RAY ROAD, SUITE 8",CHANDLER,85224,MARICOPA,ACTIVE,Yes,,MED4187,A,AS0,CENTRUS-TOMTOM,2875 W RAY RD STE 8,,CHANDLER,MARICOPA COUNTY,"2875 W RAY RD STE 8 , CHANDLER, AZ  85224-3619",33.320158,-111.891559,AZ,85224,3619,40138108001005,,,,CHANDLER NORTH,78,Coordinates,
-112.199056057312,33.6382171362886,1401,2023/02/07 00:00:00+00,aspen,MED,MED4200,"LITTLE CLINIC OF ARIZONA, LLC, THE",OTC4729,2022/10/01 00:00:00+00,2023/09/30 00:00:00+00,,(615)425-4228,401,OUTPATIENT TREATMENT CENTER,OUTPATIENT TREATMENT CENTER,MED,OUTPATIENT TREATMENT CENTER,STATE ONLY,OUTPATIENT TREATMENT CENTER,,0,6611 WEST BELL ROAD,GLENDALE,85308,MARICOPA,ACTIVE,Yes,,MED4200,A,AS0,CENTRUS-TOMTOM,6611 W BELL RD,,GLENDALE,MARICOPA COUNTY,"6611 W BELL RD , GLENDALE, AZ  85308-3607",33.638212,-112.199045,AZ,85308,3607,40131042152000,,,,GLENDALE NORTH,56,Coordinates,
-112.199538058634,33.6544291384569,1402,2023/02/07 00:00:00+00,aspen,MED,MED4203,ABRAZO MEDICAL GROUP - ARROWHEAD,OTC8509,2022/09/01 00:00:00+00,2023/08/31 00:00:00+00,,(623)748-0145,401,OUTPATIENT TREATMENT CENTER,OUTPATIENT TREATMENT CENTER,MED,OUTPATIENT TREATMENT CENTER,STATE ONLY,OUTPATIENT TREATMENT CENTER,,0,"18700 NORTH 64TH DRIVE, SUITE ",GLENDALE,85308,MARICOPA,ACTIVE,Yes,,MED4203,A,AS0,CENTRUS-TOMTOM,18700 N 64TH DR,,GLENDALE,MARICOPA COUNTY,"18700 N 64TH DR , GLENDALE, AZ  85308-7109",33.654424,-112.199527,AZ,85308,7109,40136159001015,,,,GLENDALE NORTH,56,Coordinates,
-114.596638631776,35.0922091883593,1403,2023/02/07 00:00:00+00,aspen,MED,MED4204,"PARAGON PHYSICAL THERAPY AND REHAB, LLC",OTC8926,2022/05/01 00:00:00+00,2023/04/30 00:00:00+00,034526,(928)444-8168,141,COMPREHENSIVE OUTPATIENT REHABILITATION FACILITIES,OUTPATIENT TREATMENT CENTER,MED,OUTPATIENT TREATMENT CENTER,COMPREHENSIVE OUTPATIENT REHABILITATION FACILITIES,OUTPATIENT TREATMENT CENTER,,0,"2585 MIRACLE MILE, SUITE 107",BULLHEAD CITY,86442,MOHAVE,ACTIVE,Yes,,MED4204,A,AS2,CENTRUS-TOMTOM,2585 MIRACLE MILE STE 107,,BULLHEAD CITY,MOHAVE COUNTY,"2585 MIRACLE MILE STE 107 , BULLHEAD CITY, AZ  86442-7553",35.092204,-114.596627,AZ,86442,7553,40159515032020,,,,BULLHEAD CITY,5,Coordinates,
-112.349305073469,33.4641151048115,1404,2023/02/07 00:00:00+00,aspen,MED,MED4206,EVERNORTH CARE GROUP PALM VALLEY MEDICAL OFFICE,OTC10482,2022/11/01 00:00:00+00,2023/10/31 00:00:00+00,,(623)277-1127,401,OUTPATIENT TREATMENT CENTER,OUTPATIENT TREATMENT CENTER,MED,OUTPATIENT TREATMENT CENTER,STATE ONLY,OUTPATIENT TREATMENT CENTER,,0,"13481 WEST MCDOWELL ROAD, SUIT",GOODYEAR,85395,MARICOPA,ACTIVE,Yes,,MED4206,A,AS0,CENTRUS-TOMTOM,13481 W MCDOWELL RD,,GOODYEAR,MARICOPA COUNTY,"13481 W MCDOWELL RD , GOODYEAR, AZ  85395-2720",33.46411,-112.349294,AZ,85395,2720,40130610481009,,,,GOODYEAR & LITCHFIELD PARK,63,Coordinates,
-111.707419905763,32.8797630572634,1405,2023/02/07 00:00:00+00,aspen,MED,MED4223,SUN LIFE CENTER FOR CHILDREN,OTC4752,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,031881,(520)836-5036,211,FEDERALLY QUALIFIED HEALTH CENTER,OUTPATIENT TREATMENT CENTER,MED,OUTPATIENT TREATMENT CENTER,FEDERALLY QUALIFIED HEALTH CENTER,OUTPATIENT TREATMENT CENTER,,0,1856 EAST FLORENCE BOULEVARD,CASA GRANDE,85122,PINAL,ACTIVE,Yes,,MED4223,A,AS0,CENTRUS-TOMTOM,1856 E FLORENCE BLVD,,CASA GRANDE,PINAL COUNTY,"1856 E FLORENCE BLVD , CASA GRANDE, AZ  85122-5303",32.879758,-111.707409,AZ,85122,5303,40210014052012,,,,CASA GRANDE,97,Coordinates,
-112.134407039057,33.5633571295515,1406,2023/02/07 00:00:00+00,aspen,MED,MED4225,"QUALITY MEDICAL IMAGING OF ARIZONA, INC.",OTC4942,2022/10/01 00:00:00+00,2023/09/30 00:00:00+00,03X0009828,(866)508-4870,071,PORTABLE X-RAY SUPPLIERS,OUTPATIENT TREATMENT CENTER,MED,OUTPATIENT TREATMENT CENTER,PORTABLE X-RAY SUPPLIERS,OUTPATIENT TREATMENT CENTER,,0,"8650 NORTH 35TH AVENUE, SUITE ",PHOENIX,85051,MARICOPA,ACTIVE,Yes,,MED4225,A,AS0,CENTRUS-TOMTOM,8650 N 35TH AVE,,PHOENIX,MARICOPA COUNTY,"8650 N 35TH AVE , PHOENIX, AZ  85051-3835",33.563352,-112.134396,AZ,85051,3835,40131057021010,,,,NORTH MOUNTAIN VILLAGE,33,Coordinates,
-112.168617044976,33.5532901263838,1407,2023/02/07 00:00:00+00,aspen,MED,MED4229,"TOTAL MEDICAL CARE, LLC",OTC4741,2022/11/01 00:00:00+00,2023/10/31 00:00:00+00,,(623)435-0190,401,OUTPATIENT TREATMENT CENTER,OUTPATIENT TREATMENT CENTER,MED,OUTPATIENT TREATMENT CENTER,STATE ONLY,OUTPATIENT TREATMENT CENTER,,0,"5048 WEST NORTHERN AVENUE, SUI",GLENDALE,85301,MARICOPA,ACTIVE,Yes,,MED4229,A,AS0,CENTRUS-TOMTOM,5048 W NORTHERN AVE # SUI,,GLENDALE,MARICOPA COUNTY,"5048 W NORTHERN AVE # SUI , GLENDALE, AZ  85301-1540",33.553285,-112.168606,AZ,85301,1540,40130923093011,,,,GLENDALE NORTH,56,Coordinates,
-111.976711916811,33.6771726533555,1408,2023/02/07 00:00:00+00,aspen,MED,MED4233,"DERMA HEALTH OF DESERT RIDGE, LLC",OTC9986,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,,(480)543-1116,401,OUTPATIENT TREATMENT CENTER,OUTPATIENT TREATMENT CENTER,MED,OUTPATIENT TREATMENT CENTER,STATE ONLY,OUTPATIENT TREATMENT CENTER,,0,"21001 NORTH TATUM BOULEVARD, S",PHOENIX,85028,MARICOPA,ACTIVE,Yes,,MED4233,A,ROOFTOP,GOOGLE,21001 North Tatum Boulevard,,Phoenix,MARICOPA COUNTY,"21001 NORTH TATUM BOULEVARD, S , PHOENIX, AZ  85028",33.6771675,-111.9767009,AZ,85050,,40136152002023,,,,DESERT VIEW VILLAGE,30,Coordinates,
-111.858867968525,33.3397431133541,1409,2023/02/07 00:00:00+00,aspen,MED,MED4241,PHOENICIAN PRIMARY CARE - ALMA,OTC4978,2022/05/01 00:00:00+00,2023/04/30 00:00:00+00,,(480)963-1853,401,OUTPATIENT TREATMENT CENTER,OUTPATIENT TREATMENT CENTER,MED,OUTPATIENT TREATMENT CENTER,STATE ONLY,OUTPATIENT TREATMENT CENTER,,0,1343 NORTH ALMA SCHOOL ROAD  S,CHANDLER,85224,MARICOPA,ACTIVE,Yes,,MED4241,A,AS0,CENTRUS-TOMTOM,1343 N ALMA SCHOOL RD,,CHANDLER,MARICOPA COUNTY,"1343 N ALMA SCHOOL RD , CHANDLER, AZ  85224-5941",33.339738,-111.858857,AZ,85224,5941,40134222093004,,,,CHANDLER CENTRAL,77,Coordinates,
-110.858206693173,32.2278650056771,1410,2023/02/07 00:00:00+00,aspen,MED,MED4252,BANNER - UNIVERSITY MEDICAL GROUP CHILDREN'S,OTC7033,2023/02/01 00:00:00+00,2024/01/31 00:00:00+00,,(602)747-4000,401,OUTPATIENT TREATMENT CENTER,OUTPATIENT TREATMENT CENTER,MED,OUTPATIENT TREATMENT CENTER,STATE ONLY,OUTPATIENT TREATMENT CENTER,,0,"535 NORTH WILMOT, SUITE 101",TUCSON,85711,PIMA,ACTIVE,Yes,,MED4252,A,AS0,CENTRUS-TOMTOM,535 N WILMOT RD STE 101,,TUCSON,PIMA COUNTY,"535 N WILMOT RD STE 101 , TUCSON, AZ  85711-2683",32.22786,-110.858196,AZ,85711,2683,40190033032000,,,,TUCSON FOOTHILLS,108,Coordinates,
-111.699013944301,33.4375351351161,1411,2023/02/07 00:00:00+00,aspen,MED,MED4257,NEURODIAGNOSTIC LABS - EAST MESA,OTC7409,2022/11/01 00:00:00+00,2023/10/31 00:00:00+00,,(602)424-4450,401,OUTPATIENT TREATMENT CENTER,OUTPATIENT TREATMENT CENTER,MED,OUTPATIENT TREATMENT CENTER,STATE ONLY,OUTPATIENT TREATMENT CENTER,,0,"6136 EAST BROWN ROAD,  SUITE #",MESA,85205,MARICOPA,ACTIVE,Yes,,MED4257,A,AS0,CENTRUS-TOMTOM,6136 E BROWN RD,,MESA,MARICOPA COUNTY,"6136 E BROWN RD , MESA, AZ  85205-4961",33.43753,-111.699003,AZ,85205,4961,40134202104010,,,,MESA EAST,68,Coordinates,
-114.336694531154,34.4791071280898,1412,2023/02/07 00:00:00+00,aspen,MED,MED4258,"THE OUTPATIENT DIAGNOSTIC CENTER, A DEPT OF HAVASU",OTC,,,,(928)453-1003,471,OUTPATIENT TREATMENT CENTER,SINGLE GROUP LICENSE,MED,OUTPATIENT TREATMENT CENTER,STATE ONLY,OUTPATIENT TREATMENT CENTER,SINGLE GROUP LICENSE,0,"1840 MESQUITE AVENUE, SUITE D",LAKE HAVASU CITY,86403,MOHAVE,ACTIVE,Yes,H4027,MED4258,A,AS0,CENTRUS-TOMTOM,1840 MESQUITE AVE STE D,,LAKE HAVASU CITY,MOHAVE COUNTY,"1840 MESQUITE AVE STE D , LAKE HAVASU CITY, AZ  86403-5771",34.479102,-114.336683,AZ,86403,5771,40159530011016,,,,LAKE HAVASU CITY,6,Coordinates,
-112.224549065528,33.681037140727,1413,2023/02/07 00:00:00+00,aspen,MED,MED4261,EVERNORTH CARE GROUP ARROWHEAD RANCH,OTC4767,2023/01/01 00:00:00+00,2023/12/31 00:00:00+00,,(623)277-2370,401,OUTPATIENT TREATMENT CENTER,OUTPATIENT TREATMENT CENTER,MED,OUTPATIENT TREATMENT CENTER,STATE ONLY,OUTPATIENT TREATMENT CENTER,,0,"21731 N 77TH AVE, BUILDING D, ",PEORIA,85382,MARICOPA,ACTIVE,Yes,,MED4261,A,AS0,CENTRUS-TOMTOM,21731 N 77TH AVE BLDG D,,PEORIA,MARICOPA COUNTY,"21731 N 77TH AVE BLDG D , PEORIA, AZ  85382-2109",33.681032,-112.224538,AZ,85382,2109,40136139002000,,,,PEORIA NORTH,48,Coordinates,
-112.099809034607,33.594009135539,1414,2023/02/07 00:00:00+00,aspen,MED,MED4276,CHRISTIAN CARE OUTPATIENT REHAB CENTER,OTC7161,2022/05/01 00:00:00+00,2023/04/30 00:00:00+00,,(602)443-5447,401,OUTPATIENT TREATMENT CENTER,OUTPATIENT TREATMENT CENTER,MED,OUTPATIENT TREATMENT CENTER,STATE ONLY,OUTPATIENT TREATMENT CENTER,,0,"11830 NORTH 19TH AVE, PENDLETO",PHOENIX,85029,MARICOPA,ACTIVE,Yes,,MED4276,A,AS0,CENTRUS-TOMTOM,11830 N 19TH AVE,,PHOENIX,MARICOPA COUNTY,"11830 N 19TH AVE , PHOENIX, AZ  85029-3519",33.594004,-112.099798,AZ,85029,3519,40131044013000,,,,NORTH MOUNTAIN VILLAGE,33,Coordinates,
-110.956608712855,32.228195001077,1415,2023/02/07 00:00:00+00,aspen,MED,MED4277,NEXTCARE URGENT CARE - PARK,OTC4867,2022/06/01 00:00:00+00,2023/05/31 00:00:00+00,,(520)284-9200,401,OUTPATIENT TREATMENT CENTER,OUTPATIENT TREATMENT CENTER,MED,OUTPATIENT TREATMENT CENTER,STATE ONLY,OUTPATIENT TREATMENT CENTER,,0,"501 NORTH PARK AVENUE, SUITE 1",TUCSON,85719,PIMA,ACTIVE,Yes,,MED4277,A,AS0,CENTRUS-TOMTOM,501 N PARK AVE STE 1,,TUCSON,PIMA COUNTY,"501 N PARK AVE STE 1 , TUCSON, AZ  85719-5034",32.22819,-110.956598,AZ,85719,5034,40190005013000,,,,TUCSON CENTRAL,107,Coordinates,
-112.476427184465,34.5632752443948,1416,2023/02/07 00:00:00+00,aspen,MED,MED4278,GOOD SAMARITAN SOCIETY-PRESCOTT HOSPICE (031584),HSPC4874,2022/06/01 00:00:00+00,2023/05/31 00:00:00+00,,(928)778-5655,163,HOSPICE,HOSPICE,MED,HOSPICE,STATE ONLY,HOSPICE,,0,1063 RUTH STREET,PRESCOTT,86301,YAVAPAI,ACTIVE,Yes,,MED4278,A,AS0,CENTRUS-TOMTOM,1063 RUTH ST,,PRESCOTT,YAVAPAI COUNTY,"1063 RUTH ST , PRESCOTT, AZ  86301-1729",34.56327,-112.476416,AZ,86301,1729,40250009022002,,,,PRESCOTT,21,Coordinates,
-110.694645870806,35.0365084092107,1417,2023/02/07 00:00:00+00,aspen,MED,MED4286,LITTLE COLORADO PHYSICIANS OFFICE,OTC,,,038507,(928)289-3396,121,RURAL HEALTH CLINICS,SINGLE GROUP LICENSE,MED,OUTPATIENT TREATMENT CENTER,RURAL HEALTH CLINICS,OUTPATIENT TREATMENT CENTER,SINGLE GROUP LICENSE,0,200 EAST LEE STREET,WINSLOW,86047,NAVAJO,ACTIVE,Yes,RGH0076,MED4286,A,AS0,CENTRUS-TOMTOM,200 LEE ST,,WINSLOW,NAVAJO COUNTY,"200 LEE ST , WINSLOW, AZ  86047-2603",35.036503,-110.694635,AZ,86047,2603,40179604002001,,,,WINSLOW,13,Coordinates,
-111.334479933643,34.2391772645888,1418,2023/02/07 00:00:00+00,aspen,MED,MED4324,RIM COUNTRY HEALTH,OTC4934,2022/10/01 00:00:00+00,2023/09/30 00:00:00+00,,(928)474-1120,401,OUTPATIENT TREATMENT CENTER,OUTPATIENT TREATMENT CENTER,MED,OUTPATIENT TREATMENT CENTER,STATE ONLY,OUTPATIENT TREATMENT CENTER,,0,807 WEST LONGHORN ROAD,PAYSON,85541,GILA,ACTIVE,Yes,,MED4324,A,AS0,CENTRUS-TOMTOM,807 W LONGHORN RD,,PAYSON,GILA COUNTY,"807 W LONGHORN RD , PAYSON, AZ  85541-4263",34.239172,-111.334469,AZ,85541,4263,40070003013005,,,,PAYSON,23,Coordinates,
-111.714994907231,32.8794600568429,1419,2023/02/07 00:00:00+00,aspen,MED,MED4325,NEXTCARE URGENT CARE - FLORENCE,OTC4866,2022/06/01 00:00:00+00,2023/05/31 00:00:00+00,,(520)876-0800,401,OUTPATIENT TREATMENT CENTER,OUTPATIENT TREATMENT CENTER,MED,OUTPATIENT TREATMENT CENTER,STATE ONLY,OUTPATIENT TREATMENT CENTER,,0,"1683 EAST FLORENCE BOULEVARD, ",CASA GRANDE,85122,PINAL,ACTIVE,Yes,,MED4325,A,AS0,CENTRUS-TOMTOM,1683 E FLORENCE BLVD,,CASA GRANDE,PINAL COUNTY,"1683 E FLORENCE BLVD , CASA GRANDE, AZ  85122-4812",32.879455,-111.714984,AZ,85122,4812,40210014071000,,,,CASA GRANDE,97,Coordinates,
-111.925122003897,33.6401721510468,1420,2023/02/07 00:00:00+00,aspen,MED,MED4330,"BRIGHTSTAR SCOTTSDALE OPERATIONS, LLC",HHA11432,2022/09/08 00:00:00+00,2023/08/31 00:00:00+00,,(480)302-5139,05L,HOME HEALTH AGENCY,HHA,MED,HOME HEALTH AGENCY,STATE ONLY,HOME HEALTH AGENCY (HHA),,0,"17015 N SCOTTSDALE RD, SUITE #",SCOTTSDALE,85255,MARICOPA,ACTIVE,Yes,,MED4330,A,AS0,CENTRUS-TOMTOM,17015 N SCOTTSDALE RD,,SCOTTSDALE,MARICOPA COUNTY,"17015 N SCOTTSDALE RD , SCOTTSDALE, AZ  85255-5801",33.640167,-111.925111,AZ,85255,5801,40132168452019,,,,SCOTTSDALE NORTH,43,Coordinates,
-111.887192993139,33.5961791470427,1421,2023/02/07 00:00:00+00,aspen,MED,MED4332,WESTMINSTER VILLAGE WELLNESS CENTER,OTC4826,2022/05/01 00:00:00+00,2023/04/30 00:00:00+00,,(480)451-2000,401,OUTPATIENT TREATMENT CENTER,OUTPATIENT TREATMENT CENTER,MED,OUTPATIENT TREATMENT CENTER,STATE ONLY,OUTPATIENT TREATMENT CENTER,,0,12000 NORTH 90TH STREET,SCOTTSDALE,85260,MARICOPA,ACTIVE,Yes,,MED4332,A,AS0,CENTRUS-TOMTOM,12000 N 90TH ST,,SCOTTSDALE,MARICOPA COUNTY,"12000 N 90TH ST , SCOTTSDALE, AZ  85260-8604",33.596174,-111.887182,AZ,85260,8604,40132168262014,,,,SCOTTSDALE CENTRAL,44,Coordinates,
-111.840240971238,33.4261721262052,1422,2023/02/07 00:00:00+00,aspen,MED,MED4338,PHOENICIAN PRIMARY CARE - CC,OTC4971,2022/06/01 00:00:00+00,2023/05/31 00:00:00+00,,(480)963-1853,401,OUTPATIENT TREATMENT CENTER,OUTPATIENT TREATMENT CENTER,MED,OUTPATIENT TREATMENT CENTER,STATE ONLY,OUTPATIENT TREATMENT CENTER,,0,"606 NORTH COUNTRY CLUB DRIVE, ",MESA,85201,MARICOPA,ACTIVE,Yes,,MED4338,A,AS0,CENTRUS-TOMTOM,606 N COUNTRY CLUB DR,,MESA,MARICOPA COUNTY,"606 N COUNTRY CLUB DR , MESA, AZ  85201-5700",33.426167,-111.84023,AZ,85201,5700,40134211022003,,,,MESA WEST,66,Coordinates,
-111.46203419917,36.9175736096522,1423,2023/02/07 00:00:00+00,aspen,MED,MED4349,PAGE HOSPITAL- PHMAC REHAB SERVICES,OTC,,,,(928)645-0115,471,OUTPATIENT TREATMENT CENTER,SINGLE GROUP LICENSE,MED,OUTPATIENT TREATMENT CENTER,STATE ONLY,OUTPATIENT TREATMENT CENTER,SINGLE GROUP LICENSE,0,601 NORTH NAVAJO,PAGE,86040,COCONINO,ACTIVE,Yes,H0086,MED4349,A,AS0,CENTRUS-TOMTOM,601 N NAVAJO DR,,PAGE,COCONINO COUNTY,"601 N NAVAJO DR , PAGE, AZ  86040-0960",36.917568,-111.462023,AZ,86040,960,40050021021015,,,,PAGE,7,Coordinates,
-111.738529944477,33.3342911188214,1424,2023/02/07 00:00:00+00,aspen,MED,MED4350,"HEALTH FIRST URGENT CARE, LLC",OTC11964,2022/09/19 00:00:00+00,2023/08/31 00:00:00+00,,(480)892-1300,401,OUTPATIENT TREATMENT CENTER,OUTPATIENT TREATMENT CENTER,MED,OUTPATIENT TREATMENT CENTER,STATE ONLY,OUTPATIENT TREATMENT CENTER,,0,"888 SOUTH GREENFIELD ROAD, SUI",GILBERT,85296,MARICOPA,ACTIVE,Yes,,MED4350,A,AS0,CENTRUS-TOMTOM,888 S GREENFIELD RD # SUI,,GILBERT,MARICOPA COUNTY,"888 S GREENFIELD RD # SUI , GILBERT, AZ  85296-4010",33.334286,-111.738519,AZ,85296,4010,40138146001000,,,,GILBERT CENTRAL,75,Coordinates,
-112.195970057941,33.6544631386506,1425,2023/02/07 00:00:00+00,aspen,MED,MED4352,VALLEY SLEEP CENTER - ARROWHEAD,OTC4837,2022/05/01 00:00:00+00,2023/04/30 00:00:00+00,,(623)328-5908,401,OUTPATIENT TREATMENT CENTER,OUTPATIENT TREATMENT CENTER,MED,OUTPATIENT TREATMENT CENTER,STATE ONLY,OUTPATIENT TREATMENT CENTER,,0,"6320 WEST UNION HILLS DRIVE, B",GLENDALE,85308,MARICOPA,ACTIVE,Yes,,MED4352,A,AS0,CENTRUS-TOMTOM,6320 W UNION HILLS DR # B,,GLENDALE,MARICOPA COUNTY,"6320 W UNION HILLS DR # B , GLENDALE, AZ  85308-1096",33.654458,-112.195959,AZ,85308,1096,40136159001012,,,,GLENDALE NORTH,56,Coordinates,
-112.342256161286,34.5986512566308,1426,2023/02/07 00:00:00+00,aspen,MED,MED4358,GLASSFORD HILL MIDDLE SCHOOL ROOM 135,OTC4870,2022/06/01 00:00:00+00,2023/05/31 00:00:00+00,,(928)771-5662,401,OUTPATIENT TREATMENT CENTER,OUTPATIENT TREATMENT CENTER,MED,OUTPATIENT TREATMENT CENTER,STATE ONLY,OUTPATIENT TREATMENT CENTER,,0,6901 PANTHER PATH ROAD,PRESCOTT VALLEY,86314,YAVAPAI,ACTIVE,Yes,,MED4358,A,AS0,CENTRUS-TOMTOM,6901 PANTHER PATH,,PRESCOTT VALLEY,YAVAPAI COUNTY,"6901 PANTHER PATH , PRESCOTT VALLEY, AZ  86314-2252",34.598646,-112.342245,AZ,86314,2252,40250006152000,,,,PRESCOTT VALLEY,20,Coordinates,
-111.7501059432,33.2856871115099,1427,2023/02/07 00:00:00+00,aspen,MED,MED4386,FRESENIUS MEDICAL CARE - GILBERT,OTC4995,2022/12/01 00:00:00+00,2023/11/30 00:00:00+00,032635,(480)857-8338,091,END STAGE RENAL DISEASE FACILITIES,OUTPATIENT TREATMENT CENTER,MED,OUTPATIENT TREATMENT CENTER,END STAGE RENAL DISEASE FACILITIES,OUTPATIENT TREATMENT CENTER,,1079934976,"3511 SOUTH MERCY ROAD, SUITE 1",GILBERT,85297,MARICOPA,ACTIVE,Yes,,MED4386,A,AS0,CENTRUS-TOMTOM,3511 S MERCY RD STE 1,,GILBERT,MARICOPA COUNTY,"3511 S MERCY RD STE 1 , GILBERT, AZ  85297-0443",33.285682,-111.750095,AZ,85297,443,40138154011001,,,,GILBERT SOUTH,76,Coordinates,
-114.637951449481,32.6827718841688,1428,2023/02/07 00:00:00+00,aspen,MED,MED4391,YUMA REGIONAL MEDICAL CENTER OUTPATIENT DIAGNOSTIC,OTC,,,,(928)336-7375,471,OUTPATIENT TREATMENT CENTER,SINGLE GROUP LICENSE,MED,OUTPATIENT TREATMENT CENTER,STATE ONLY,OUTPATIENT TREATMENT CENTER,SINGLE GROUP LICENSE,0,2460 PARKVIEW LOOP,YUMA,85364,YUMA,ACTIVE,Yes,H0097,MED4391,A,ROOFTOP,GOOGLE,2460 South Parkview Loop,,Yuma,YUMA COUNTY,"2460 S PARKVIEW LOOP , YUMA, AZ  85364-5351",32.682767,-114.63794,AZ,85364,5351,40270010043011,,,,YUMA,87,Coordinates,
-114.637953349482,32.6827714841686,1429,2023/02/07 00:00:00+00,aspen,MED,MED4392,YUMA REGIONAL MEDICAL CTR CARDIAC AND PULMONARY,OTC,,,,(928)336-1015,471,OUTPATIENT TREATMENT CENTER,SINGLE GROUP LICENSE,MED,OUTPATIENT TREATMENT CENTER,STATE ONLY,OUTPATIENT TREATMENT CENTER,SINGLE GROUP LICENSE,0,2460 PARKVIEW LOOP,YUMA,85364,YUMA,ACTIVE,Yes,H0097,MED4392,A,ROOFTOP,GOOGLE,2460 South Parkview Loop,,Yuma,YUMA COUNTY,"2460 S PARKVIEW LOOP , YUMA, AZ  85364-5351",32.6827666,-114.6379419,AZ,85364,5351,40270010043011,,,,YUMA,87,Coordinates,
